商品编码,品名,监管条件,检验检疫类别,法定单位,政策依据
85285292,其他，彩色的,6,L,台/千克,税委会公告2026年第5号
85285299,其他，单色的,6,L,台/千克,税委会公告2026年第5号
85285910,彩色的航空器用显示器,6,,台/千克,税委会公告2026年第5号
85285990,单色的,6,,台/千克,税委会公告2026年第5号
85286210,专用于或主要用于税目84.71的自动数据处理设备的,,L,台/千克,税委会公告2026年第5号
85286220,其他，彩色的,6,L,台/千克,税委会公告2026年第5号
85286290,其他，单色的,,L,台/千克,税委会公告2026年第5号
85286910,彩色的,6,L,台/千克,税委会公告2026年第5号
85286990,单色的,,L,台/千克,税委会公告2026年第5号
85287110,彩色卫星电视接收机,O,L,台/千克,税委会公告2026年第5号
85287180,其他彩色的,,L,台/千克,税委会公告2026年第5号
85287190,单色的,,,台/千克,税委会公告2026年第5号
85287211,模拟电视接收机,6,L,台/千克,税委会公告2026年第5号
85287212,数字电视接收机,6,L,台/千克,税委会公告2026年第5号
85287219,其他,6,L,台/千克,税委会公告2026年第5号
85287221,模拟电视接收机,,L,台/千克,税委会公告2026年第5号
85287222,数字电视接收机,,L,台/千克,税委会公告2026年第5号
85287229,其他,,L,台/千克,税委会公告2026年第5号
85287231,模拟电视接收机,,L,台/千克,税委会公告2026年第5号
85287232,数字电视接收机,,L,台/千克,税委会公告2026年第5号
85287239,其他,,L,台/千克,税委会公告2026年第5号
85287291,模拟电视接收机,,L,台/千克,税委会公告2026年第5号
85287292,数字电视接收机,,L,台/千克,税委会公告2026年第5号
85287299,其他,,L,台/千克,税委会公告2026年第5号
85287300,其他，单色的,6,,台/千克,税委会公告2026年第5号
85291010,雷达设备及无线电导航设备用,,,千克,税委会公告2026年第5号
85291020,无线电收音机及其组合机、电视接收机用,,,千克,税委会公告2026年第5号
85291090,其他,,,千克/个,税委会公告2026年第5号
85299010,电视发送、差转设备及卫星电视地面接收转播设备用,O,L,千克/个,税委会公告2026年第5号
85299020,税目85.24所列设备用,,,千克/个,税委会公告2026年第5号
85299041,特种用途的,,,千克,税委会公告2026年第5号
85299042,非特种用途的取像模块,,,千克,税委会公告2026年第5号
85299049,其他,,,千克,税委会公告2026年第5号
85299050,雷达设备及无线电导航设备用,,,千克,税委会公告2026年第5号
85299060,无线电收音机及其组合机用,,,千克,税委会公告2026年第5号
85299081,彩色电视接收机用,,,千克,税委会公告2026年第5号
85299089,其他,,,千克,税委会公告2026年第5号
85299090,其他,,,千克/个,税委会公告2026年第5号
85301000,铁道或电车道用的设备,,,个/千克,税委会公告2026年第5号
85308000,其他设备,,,个/千克,税委会公告2026年第5号
85309000,零件,,,千克,税委会公告2026年第5号
85311000,防盗或防火报警器及类似装置,A,L,个/千克,税委会公告2026年第5号
85312000,装有液晶装置（LCD）或发光二极管（LED）的显示板,,,个/千克,税委会公告2026年第5号
85318010,蜂鸣器,,,个/千克,税委会公告2026年第5号
85318090,其他,,,个/千克,税委会公告2026年第5号
85319010,防盗或防火报警器及类似装置用,,,千克,税委会公告2026年第5号
85319090,其他,,,千克,税委会公告2026年第5号
85321000,固定电容器，用于50/60赫兹电路，其额定无功功率不低于0.5千乏（电力电容器）,,,千克/千个,税委会公告2026年第5号
85322110,片式,,,千克/千个,税委会公告2026年第5号
85322190,其他,,,千克/千个,税委会公告2026年第5号
85322210,片式,,,千克/千个,税委会公告2026年第5号
85322290,其他,,,千克/千个,税委会公告2026年第5号
85322300,单层瓷介电容器,,,千克/千个,税委会公告2026年第5号
85322410,片式,,,千克/千个,税委会公告2026年第5号
85322490,其他,,,千克/千个,税委会公告2026年第5号
85322510,片式,,,千克/千个,税委会公告2026年第5号
85322590,其他,,,千克/千个,税委会公告2026年第5号
85322900,其他,,,千克/千个,税委会公告2026年第5号
85323000,可变或可调（微调）电容器,,,千克/千个,税委会公告2026年第5号
85329010,子目8532.1000所列电容器用,,,千克,税委会公告2026年第5号
85329090,其他,,,千克,税委会公告2026年第5号
85331000,固定碳质电阻器，合成或薄膜式,,,千克/千个,税委会公告2026年第5号
85332110,片式,,,千克/千个,税委会公告2026年第5号
85332190,其他,,,千克/千个,税委会公告2026年第5号
85332900,其他,,,千克/千个,税委会公告2026年第5号
85333100,额定功率不超过20瓦,,,千克/千个,税委会公告2026年第5号
85333900,其他,,,千克/千个,税委会公告2026年第5号
85334000,其他可变电阻器，包括变阻器及电位器,,,千克/千个,税委会公告2026年第5号
85339000,零件,,,千克,税委会公告2026年第5号
85340010,4层以上的,,,块/千克,税委会公告2026年第5号
85340090,其他,,,块/千克,税委会公告2026年第5号
85351000,熔断器,A,L,个/千克,税委会公告2026年第5号
85352100,用于电压低于72.5千伏的线路,A,L,个/千克,税委会公告2026年第5号
85352910,用于电压在72.5千伏及以上，但不高于220千伏的线路,,,个/千克,税委会公告2026年第5号
85352920,用于电压高于220千伏，但不高于750千伏的线路,,,个/千克,税委会公告2026年第5号
85352990,其他,,,个/千克,税委会公告2026年第5号
85353010,用于电压在72.5千伏及以上，但不高于220千伏的线路,89,,个/千克,税委会公告2026年第5号
85353020,用于电压高于220千伏，但不高于750千伏的线路,89,,个/千克,税委会公告2026年第5号
85353090,其他,89,,个/千克,税委会公告2026年第5号
85354000,避雷器、电压限幅器及电涌抑制器,,,个/千克,税委会公告2026年第5号
85359000,其他受电弓250千米/小时及以上高速动车组用高压电缆接头,3,,千克,税委会公告2026年第5号
85361000,熔断器,A,L,个/千克,税委会公告2026年第5号
85362000,自动断路器,A,L,个/千克,税委会公告2026年第5号
85363000,其他电路保护装置,A,L,个/千克,税委会公告2026年第5号
85364110,用于电压不超过36伏的线路,89,,个/千克,税委会公告2026年第5号
85364190,其他,89,,个/千克,税委会公告2026年第5号
85364900,其他,89,,个/千克,税委会公告2026年第5号
85365000,其他开关,89,,个/千克,税委会公告2026年第5号
85366100,灯座,,,个/千克,税委会公告2026年第5号
85366900,其他,,L,个/千克,税委会公告2026年第5号
85367000,光导纤维、光导纤维束或光缆用连接器,,,千克,税委会公告2026年第5号
85369011,工作电压不超过36伏的,,,千克,税委会公告2026年第5号
85369019,其他,A,L,千克,税委会公告2026年第5号
85369090,其他,A,L,千克,税委会公告2026年第5号
85371011,可编程序控制器机床用可编程序控制器（PLC）,3,,个/千克,税委会公告2026年第5号
85371019,其他机床用数控单元（包括单独进口的CNC操作单元）,,,个/千克,税委会公告2026年第5号
85371090,其他电梯用控制柜及控制柜专用印刷电路板飞机用控制模块,A,L,个/千克,税委会公告2026年第5号
85372010,全封闭组合式高压开关装置，用于电压在500千伏及以上的线路,,,台/千克,税委会公告2026年第5号
85372090,其他,,,千克,税委会公告2026年第5号
85381010,子目8537.2010所列货品用,,,千克,税委会公告2026年第5号
85381090,其他,,,千克,税委会公告2026年第5号
85389000,其他,,L,千克,税委会公告2026年第5号
85391000,封闭式聚光灯,,,只/千克,税委会公告2026年第5号
85392110,科研、医疗专用,,,只/千克,税委会公告2026年第5号
85392120,火车、航空器及船舶用,,,只/千克,税委会公告2026年第5号
85392130,机动车辆用,,,只/千克,税委会公告2026年第5号
85392190,其他,,,只/千克,税委会公告2026年第5号
85392210,科研、医疗专用,,,只/千克,税委会公告2026年第5号
85392290,其他,,,只/千克,税委会公告2026年第5号
85392910,科研、医疗专用,,,只/千克,税委会公告2026年第5号
85392920,火车、航空器及船舶用,,,只/千克,税委会公告2026年第5号
85392930,机动车辆用,,,只/千克,税委会公告2026年第5号
85392991,12伏及以下的,,,只/千克,税委会公告2026年第5号
85392999,其他,,,只/千克,税委会公告2026年第5号
85393110,科研、医疗专用,,,只/千克,税委会公告2026年第5号
85393120,火车、航空器及船舶用,,,只/千克,税委会公告2026年第5号
85393191,紧凑型,89,,只/千克,税委会公告2026年第5号
85393199,其他,89,,只/千克,税委会公告2026年第5号
85393230,钠蒸气灯,,,只/千克,税委会公告2026年第5号
85393240,汞蒸气灯税目84.86项下光刻设备用超高压汞灯,89,,只/千克,税委会公告2026年第5号
85393290,其他,,,只/千克,税委会公告2026年第5号
85393910,科研、医疗专用,,,只/千克,税委会公告2026年第5号
85393920,火车、航空器及船舶用,,,只/千克,税委会公告2026年第5号
85393990,其他用于平板显示器背光源的冷阴极管荧光灯,,,只/千克,税委会公告2026年第5号
85394100,弧光灯,,,只/千克,税委会公告2026年第5号
85394900,其他,,,只/千克,税委会公告2026年第5号
85395100,发光二极管（LED）模块,,,个/千克,税委会公告2026年第5号
85395210,发光二极管（LED）灯泡,,,只/千克,税委会公告2026年第5号
85395220,发光二极管（LED）灯管,,,只/千克,税委会公告2026年第5号
85399010,发光二极管（LED）模块的,,,千克,税委会公告2026年第5号
85399090,其他,,,千克,税委会公告2026年第5号
85401100,彩色的,6,,只/千克,税委会公告2026年第5号
85401200,单色的,6,,只/千克,税委会公告2026年第5号
85402010,电视摄像管,,,只/千克,税委会公告2026年第5号
85402090,其他,,,只/千克,税委会公告2026年第5号
85404010,彩色的数据/图形显示管，屏幕荧光点间距小于0.4毫米,6,,只/千克,税委会公告2026年第5号
85404020,单色的数据/图形显示管,6,,只/千克,税委会公告2026年第5号
85406010,雷达显示管,,,只/千克,税委会公告2026年第5号
85406090,其他,6,,只/千克,税委会公告2026年第5号
85407100,磁控管医用直线加速器用磁控管,,,只/千克,税委会公告2026年第5号
85407910,速调管,,,只/千克,税委会公告2026年第5号
85407990,其他,,,只/千克,税委会公告2026年第5号
85408100,接收管或放大管,,,只/千克,税委会公告2026年第5号
85408900,其他,3,,只/千克,税委会公告2026年第5号
85409110,电视显像管用,,,千克,税委会公告2026年第5号
85409120,雷达显示管用,,,千克,税委会公告2026年第5号
85409190,其他,,,千克,税委会公告2026年第5号
85409910,电视摄像管用,,,千克,税委会公告2026年第5号
85409990,其他,,,千克,税委会公告2026年第5号
85411000,二极管，但光敏二极管或发光二极管除外,,,个/千克,税委会公告2026年第5号
85412100,耗散功率小于1瓦的,,,个/千克,税委会公告2026年第5号
85412900,其他,,,个/千克,税委会公告2026年第5号
85413000,半导体开关元件、两端交流开关元件及三端双向可控硅开关元件，但光敏器件除外,,,个/千克,税委会公告2026年第5号
85414100,发光二极管（LED）,3,,个/千克,税委会公告2026年第5号
85414200,未装在组件内或组装成块的光电池,,,个/千克,日常维护
85414300,已装在组件内或组装成块的光电池,,,个/千克,日常维护
85414900,其他,,,个/千克,税委会公告2026年第5号
85415111,检测湿度、气压及其组合指标的,,,个/千克,税委会公告2026年第5号
85415112,用于检测温度、电量、理化指标的；利用光学检测其他指标的,,,个/千克,税委会公告2026年第5号
85415113,液体或气体的流量、液位、压力或其他变化量的,,,个/千克,税委会公告2026年第5号
85415119,其他,,,个/千克,税委会公告2026年第5号
85415121,电动机,,,个/千克,税委会公告2026年第5号
85415129,其他,,,个/千克,税委会公告2026年第5号
85415130,振荡器,,,个/千克,税委会公告2026年第5号
85415140,谐振器半导体基滤波器,,,个/千克,税委会公告2026年第5号
85415900,其他,,,个/千克,税委会公告2026年第5号
85416000,已装配的压电晶体,,,个/千克,税委会公告2026年第5号
85419000,零件,,,千克,税委会公告2026年第5号
85423111,具有变流功能的半导体模块,,,个/千克,税委会公告2026年第5号
85423119,其他,3,,个/千克,税委会公告2026年第5号
85423190,其他,3,,个/千克,税委会公告2026年第5号
85423210,多元件集成电路,,,个/千克,税委会公告2026年第5号
85423290,其他,,,个/千克,税委会公告2026年第5号
85423310,多元件集成电路,,,个/千克,税委会公告2026年第5号
85423390,其他,,,个/千克,税委会公告2026年第5号
85423910,多元件集成电路,,,个/千克,税委会公告2026年第5号
85423990,其他,,,个/千克,税委会公告2026年第5号
85429000,零件,,,千克,税委会公告2026年第5号
85431000,粒子加速器,3,,台/千克,税委会公告2026年第5号
85432010,输出信号频率在1500兆赫兹以下的通用信号发生器,,,台/千克,税委会公告2026年第5号
85432090,其他,3,,台/千克,税委会公告2026年第5号
85433000,电镀、电解或电泳设备及装置,3,,台/千克,税委会公告2026年第5号
85434000,电子烟及类似的个人电子雾化设备,,,台/千克,税委会公告2026年第5号
85437091,金属、矿藏探测器,,,台/千克,税委会公告2026年第5号
85437092,高、中频放大器,,,台/千克,税委会公告2026年第5号
85437093,电篱网激发器,,,台/千克,税委会公告2026年第5号
85437099,其他,,,台/千克,税委会公告2026年第5号
85439010,粒子加速器用,,,千克,税委会公告2026年第5号
85439021,输出信号频率在1500兆赫兹以下的通用信号发生器用,,,千克,税委会公告2026年第5号
85439029,其他,,,千克,税委会公告2026年第5号
85439030,金属、矿藏探测器用,,,千克,税委会公告2026年第5号
85439040,高、中频放大器用,,,千克,税委会公告2026年第5号
85439090,其他,,,千克,税委会公告2026年第5号
85441100,铜制,,,千克/米,税委会公告2026年第5号
85441900,其他,,,千克/米,税委会公告2026年第5号
85442000,同轴电缆及其他同轴电导体,,,千克,税委会公告2026年第5号
85443020,机动车辆用,,,千克,税委会公告2026年第5号
85443090,其他,,,千克,税委会公告2026年第5号
85444211,电缆,,,千克/米,税委会公告2026年第5号
85444219,其他,,,千克,税委会公告2026年第5号
85444221,电缆,A,L,千克/米,税委会公告2026年第5号
85444229,其他,A,L,千克,税委会公告2026年第5号
85444911,电缆,,,千克/米,税委会公告2026年第5号
85444919,其他,,,千克,税委会公告2026年第5号
85444921,电缆,A,L,千克/米,税委会公告2026年第5号
85444929,其他,,,千克,税委会公告2026年第5号
85446012,额定电压不超过35千伏250千米/小时及以上高速动车组用高压电缆,,,千克/米,税委会公告2026年第5号
85446013,额定电压超过35千伏，但不超过110千伏,,,千克/米,税委会公告2026年第5号
85446014,额定电压超过110千伏，但不超过220千伏,,,千克/米,税委会公告2026年第5号
85446019,其他,,,千克/米,税委会公告2026年第5号
85446090,其他额定电压为500千伏及以上的气体绝缘金属封闭输电线,,,千克,税委会公告2026年第5号
85447000,光缆,,,千克/米,税委会公告2026年第5号
85451100,炉用,,,千克,税委会公告2026年第5号
85451900,其他燃料电池用碳电极片,,,千克,税委会公告2026年第5号
85452000,碳刷,,,千克,税委会公告2026年第5号
85459000,其他,,,千克,税委会公告2026年第5号
85461000,玻璃制,,,千克,税委会公告2026年第5号
85462010,输变电线路绝缘瓷套管,,,千克,税委会公告2026年第5号
85462090,"其他输变电架空线路用长棒形瓷绝缘子瓷件(单支长度为1-2米,实芯)",,,千克,税委会公告2026年第5号
85469000,其他,,,千克,税委会公告2026年第5号
85471000,陶瓷制绝缘零件,,,千克,税委会公告2026年第5号
85472000,塑料制绝缘零件,,L,千克,税委会公告2026年第5号
85479010,内衬绝缘材料的贱金属制线路导管及其接头,,,千克,税委会公告2026年第5号
85479090,其他,,L,千克,税委会公告2026年第5号
85480000,机器或设备的本章其他税目未列名的电气零件电磁干扰滤波器非电磁干扰滤波器触摸感应数据输入装置(即触摸屏)无显示的性能，安装于有显示屏的设备中，通过检测显示区域内触摸动作的发生及位置进行工作。触摸感应可通过电阻、静电电容、声学脉冲识别、红外光或其他触摸感应技术来获得,3,,千克,税委会公告2026年第5号
85491100,铅酸蓄电池的废物、废料；废铅酸蓄电池,9,,千克,税委会公告2026年第5号
85491200,其他，含铅、镉或汞的,9,,千克,税委会公告2026年第5号
85491300,按化学类型分拣且不含铅、镉或汞的,9,,千克,税委会公告2026年第5号
85491400,未分拣且不含铅、镉或汞的,9,,千克,税委会公告2026年第5号
85491900,其他,9,,千克,税委会公告2026年第5号
85492100,含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃，或含有镉、汞、铅或多氯联苯（PCBs）的电气或电子元件,9,,千克,税委会公告2026年第5号
85492900,其他,9,,千克,税委会公告2026年第5号
85493100,含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃，或含有镉、汞、铅或多氯联苯（PCBs）的电气或电子元件,9,,千克,税委会公告2026年第5号
85493900,其他,9,,千克,税委会公告2026年第5号
85499100,含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃，或含有镉、汞、铅或多氯联苯（PCBs）的电气或电子元件,9,,千克,税委会公告2026年第5号
85499900,其他,9,,千克,税委会公告2026年第5号
86011011,微型机控制的,,,辆/千克,税委会公告2026年第5号
86011019,其他,,,辆/千克,税委会公告2026年第5号
86011020,交流电机驱动的,,,辆/千克,税委会公告2026年第5号
86011090,其他,,,辆/千克,税委会公告2026年第5号
86012000,由蓄电池驱动,,,辆/千克,税委会公告2026年第5号
86021010,微型机控制的,,,辆/千克,税委会公告2026年第5号
86021090,其他,,,辆/千克,税委会公告2026年第5号
86029000,其他,,,辆/千克,税委会公告2026年第5号
86031000,由外部电力驱动,,,辆/千克,税委会公告2026年第5号
86039000,其他,,,辆/千克,税委会公告2026年第5号
86040011,隧道限界检查车,,,辆/千克,税委会公告2026年第5号
86040012,钢轨在线打磨列车,,,辆/千克,税委会公告2026年第5号
86040019,其他,,,辆/千克,税委会公告2026年第5号
86040091,电气化接触网架线机（轨行式）,,,辆/千克,税委会公告2026年第5号
86040099,其他,,,辆/千克,税委会公告2026年第5号
86050010,铁道客车,,,辆/千克,税委会公告2026年第5号
86050090,其他,,,辆/千克,税委会公告2026年第5号
86061000,油罐货车及类似车,,,辆/千克,税委会公告2026年第5号
86063000,自卸货车，但子目8606.1000的货品除外,,,辆/千克,税委会公告2026年第5号
86069100,带篷及封闭的,,,辆/千克,税委会公告2026年第5号
86069200,敞篷的，厢壁固定且高度超过60厘米,,,辆/千克,税委会公告2026年第5号
86069900,其他,,,辆/千克,税委会公告2026年第5号
86071100,驾驶转向架,,,套/千克,税委会公告2026年第5号
86071200,其他转向架,,,套/千克,税委会公告2026年第5号
86071910,轴,,,根/千克,税委会公告2026年第5号
86071990,其他,,,千克,税委会公告2026年第5号
86072100,空气制动器及其零件,,,千克,税委会公告2026年第5号
86072900,其他,,,千克,税委会公告2026年第5号
86073000,钩、其他联结器、缓冲器及其零件,,,千克,税委会公告2026年第5号
86079100,机车用,,,千克,税委会公告2026年第5号
86079910,铁道或电车道车辆用车体及端墙、侧墙、底架、车顶、脚蹬、翻板,,,千克,税委会公告2026年第5号
86079990,其他,,,千克,税委会公告2026年第5号
86080010,轨道自动计轴设备,,,千克/台,税委会公告2026年第5号
86080090,其他,,,千克,税委会公告2026年第5号
86090011,保温式,AB,PQ,个/千克,税委会公告2026年第5号
86090012,罐式,AB,PQ,个/千克,税委会公告2026年第5号
86090019,其他,AB,PQ,个/千克,税委会公告2026年第5号
86090021,保温式,AB,PQ,个/千克,税委会公告2026年第5号
86090022,罐式,AB,PQ,个/千克,税委会公告2026年第5号
86090029,其他,AB,PQ,个/千克,税委会公告2026年第5号
86090030,45、48、53英尺的,AB,PQ,个/千克,税委会公告2026年第5号
86090090,其他,AB,PQ,个/千克,税委会公告2026年第5号
87011000,单轴拖拉机,6,,辆/千克,税委会公告2026年第5号
87012100,仅装有压燃式活塞内燃发动机（柴油或半柴油发动机）的车辆,46Axy,LM,辆/千克,税委会公告2026年第5号
87012200,同时装有压燃式活塞内燃发动机（柴油或半柴油发动机）及驱动电动机的车辆,46Axy,LM,辆/千克,税委会公告2026年第5号
87012300,同时装有点燃式活塞内燃发动机及驱动电动机的车辆,46Axy,LM,辆/千克,税委会公告2026年第5号
87012400,仅装有驱动电动机的车辆,46Axy,LM,辆/千克,税委会公告2026年第5号
87012900,其他,46Axy,LM,辆/千克,税委会公告2026年第5号
87013000,履带式牵引车、拖拉机,6A,M,辆/千克,税委会公告2026年第5号
87019110,拖拉机,6A,LM,辆/千克,年初维护
87019190,其他,6A,LM,辆/千克,税委会公告2026年第5号
87019210,拖拉机,6A,LM,辆/千克,年初维护
87019290,其他,6A,LM,辆/千克,税委会公告2026年第5号
87019310,拖拉机,6A,M,辆/千克,年初维护
87019390,其他,6A,LM,辆/千克,税委会公告2026年第5号
87019410,拖拉机,6A,M,辆/千克,年初维护
87019490,其他,6A,LM,辆/千克,税委会公告2026年第5号
87019510,拖拉机功率超过190千瓦的轮式拖拉机,6A,M,辆/千克,年初维护
87019590,其他,6A,LM,辆/千克,税委会公告2026年第5号
87021020,机坪客车,6AO,M,辆/千克,税委会公告2026年第5号
87021091,30座及以上（大型客车）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87021092,20座及以上，但不超过29座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87021093,10座及以上，但不超过19座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87022010,机坪客车,6AO,M,辆/千克,税委会公告2026年第5号
87022091,30座及以上（大型客车）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87022092,20座及以上，但不超过29座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87022093,10座及以上，但不超过19座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87023010,30座及以上（大型客车）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87023020,20座及以上，但不超过29座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87023030,10座及以上，但不超过19座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87024010,30座及以上（大型客车）,6AO,M,辆/千克,税委会公告2026年第5号
87024020,20座及以上，但不超过29座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87024030,10座及以上，但不超过19座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87029010,30座及以上（大型客车）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87029020,20座及以上，但不超过29座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87029030,10座及以上，但不超过19座,46AOxy,LM,辆/千克,税委会公告2026年第5号
87031011,全地形车,46xy,,辆/千克,税委会公告2026年第5号
87031019,其他,6,,辆/千克,税委会公告2026年第5号
87031090,其他,6,,辆/千克,税委会公告2026年第5号
87032130,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032140,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032150,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032190,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032230,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032240,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032250,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032290,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032341,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032342,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032343,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032349,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032351,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032352,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032353,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032359,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032361,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032362,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032363,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032369,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032411,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032412,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032413,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032419,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032421,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032422,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032423,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87032429,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033111,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033119,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033121,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033122,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033123,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033129,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033211,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033212,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033213,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033219,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033221,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033222,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033223,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033229,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033311,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033312,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033313,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033319,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033321,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033322,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033323,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033329,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033361,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033362,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033363,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87033369,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034011,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034012,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034013,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034019,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034021,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034022,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034023,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034029,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034031,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034032,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034033,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034039,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034041,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034042,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034043,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034051,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034052,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034053,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034059,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034061,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034062,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034063,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034069,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034071,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034072,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034073,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87034079,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
