商品编码,品名,序号,要素名,真实示例值,在目录要素内
82053000,木工用刨子、凿子及类似切削工具,3,是否成套,雕刻刀,是
82053000,木工用刨子、凿子及类似切削工具,4,品牌（中文或外文名称）,非成套,是
82053000,木工用刨子、凿子及类似切削工具,5,型号,中文：××（英文：××）,是
82054000,螺丝刀,1,用途（家用等）,木工用,是
82054000,螺丝刀,2,材质（合金钢制等）,铁制,是
82054000,螺丝刀,3,是否成套,雕刻刀,是
82054000,螺丝刀,4,品牌（中文或外文名称）,非成套,是
82054000,螺丝刀,5,型号,中文：××（英文：××）,是
82055100,家用工具,1,用途（家用等）,木工用,是
82055100,家用工具,2,材质（合金钢制等）,铁制,是
82055100,家用工具,3,是否成套,雕刻刀,是
82055100,家用工具,4,品牌（中文或外文名称）,非成套,是
82055100,家用工具,5,型号,中文：××（英文：××）,是
82055900,其他,1,用途（家用等）,木工用,是
82055900,其他,2,材质（合金钢制等）,铁制,是
82055900,其他,3,是否成套,雕刻刀,是
82055900,其他,4,品牌（中文或外文名称）,非成套,是
82055900,其他,5,型号,中文：××（英文：××）,是
82056000,喷灯,1,用途（家用等）,木工用,是
82056000,喷灯,2,材质（合金钢制等）,铁制,是
82056000,喷灯,3,是否成套,雕刻刀,是
82056000,喷灯,4,品牌（中文或外文名称）,非成套,是
82056000,喷灯,5,型号,中文：××（英文：××）,是
82057000,台钳、夹钳及类似品,1,用途（家用等）,木工用,是
82057000,台钳、夹钳及类似品,2,材质（合金钢制等）,铁制,是
82057000,台钳、夹钳及类似品,3,是否成套,雕刻刀,是
82057000,台钳、夹钳及类似品,4,品牌（中文或外文名称）,非成套,是
82057000,台钳、夹钳及类似品,5,型号,中文：××（英文：××）,是
82059000,其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,1,用途（家用等）,木工用,是
82059000,其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,2,材质（合金钢制等）,铁制,是
82059000,其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,3,是否成套,雕刻刀,是
82059000,其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,4,品牌（中文或外文名称）,非成套,是
82059000,其他，包括由本税目项下两个或多个子目所列物品组成的成套货品,5,型号,中文：××（英文：××）,是
82060000,由税目82.02至82.05中两个或多个税目所列工具组成的零售包装成套货品,1,材质（合金钢制等）,不锈钢,是
82060000,由税目82.02至82.05中两个或多个税目所列工具组成的零售包装成套货品,2,包含的种类（扳手、钳子、螺丝刀等）,扳手、套筒、螺丝刀,是
82060000,由税目82.02至82.05中两个或多个税目所列工具组成的零售包装成套货品,3,是否零售包装成套,零售包装成套,是
82060000,由税目82.02至82.05中两个或多个税目所列工具组成的零售包装成套货品,4,品牌（中文或外文名称）,中文：××（英文：××）,是
82060000,由税目82.02至82.05中两个或多个税目所列工具组成的零售包装成套货品,5,型号,,是
82071300,带有金属陶瓷制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82071300,带有金属陶瓷制的工作部件,2,材质（合金钢制等）,合金钢制,是
82071300,带有金属陶瓷制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82071300,带有金属陶瓷制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82071300,带有金属陶瓷制的工作部件,5,型号,中文：××（英文：××）,是
82071910,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82071910,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82071910,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82071910,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82071910,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82071990,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82071990,其他,2,材质（合金钢制等）,合金钢制,是
82071990,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82071990,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82071990,其他,5,型号,中文：××（英文：××）,是
82072010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82072010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82072010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82072010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82072010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82072090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82072090,其他,2,材质（合金钢制等）,合金钢制,是
82072090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82072090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82072090,其他,5,型号,中文：××（英文：××）,是
82073000,锻压或冲压工具加工税目87.03所列车辆车身冲压件用的4种关键模具（侧围外板模具、翼子板模具、拼接整体侧围内板模具、拼焊整体侧围加强板模具）加工税目87.03所列车辆车身冲压件用的4种特种模具（σb≥980牛每平方毫米的冷冲压模具、热成型模具、内高压成型模具和铝板模具）,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82073000,锻压或冲压工具加工税目87.03所列车辆车身冲压件用的4种关键模具（侧围外板模具、翼子板模具、拼接整体侧围内板模具、拼焊整体侧围加强板模具）加工税目87.03所列车辆车身冲压件用的4种特种模具（σb≥980牛每平方毫米的冷冲压模具、热成型模具、内高压成型模具和铝板模具）,2,材质（合金钢制等）,合金钢制,是
82073000,锻压或冲压工具加工税目87.03所列车辆车身冲压件用的4种关键模具（侧围外板模具、翼子板模具、拼接整体侧围内板模具、拼焊整体侧围加强板模具）加工税目87.03所列车辆车身冲压件用的4种特种模具（σb≥980牛每平方毫米的冷冲压模具、热成型模具、内高压成型模具和铝板模具）,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82073000,锻压或冲压工具加工税目87.03所列车辆车身冲压件用的4种关键模具（侧围外板模具、翼子板模具、拼接整体侧围内板模具、拼焊整体侧围加强板模具）加工税目87.03所列车辆车身冲压件用的4种特种模具（σb≥980牛每平方毫米的冷冲压模具、热成型模具、内高压成型模具和铝板模具）,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82073000,锻压或冲压工具加工税目87.03所列车辆车身冲压件用的4种关键模具（侧围外板模具、翼子板模具、拼接整体侧围内板模具、拼焊整体侧围加强板模具）加工税目87.03所列车辆车身冲压件用的4种特种模具（σb≥980牛每平方毫米的冷冲压模具、热成型模具、内高压成型模具和铝板模具）,5,型号,中文：××（英文：××）,是
82074000,攻丝工具,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82074000,攻丝工具,2,材质（合金钢制等）,合金钢制,是
82074000,攻丝工具,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82074000,攻丝工具,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82074000,攻丝工具,5,型号,中文：××（英文：××）,是
82075010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82075010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82075010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82075010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82075010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82075090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82075090,其他,2,材质（合金钢制等）,合金钢制,是
82075090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82075090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82075090,其他,5,型号,中文：××（英文：××）,是
82076010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82076010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82076010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82076010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82076010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82076090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82076090,其他,2,材质（合金钢制等）,合金钢制,是
82076090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82076090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82076090,其他,5,型号,中文：××（英文：××）,是
82077010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82077010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82077010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82077010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82077010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82077090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82077090,其他,2,材质（合金钢制等）,合金钢制,是
82077090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82077090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82077090,其他,5,型号,中文：××（英文：××）,是
82078010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82078010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82078010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82078010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82078010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82078090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82078090,其他,2,材质（合金钢制等）,合金钢制,是
82078090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82078090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82078090,其他,5,型号,中文：××（英文：××）,是
82079010,带有天然或合成金刚石、立方氮化硼制的工作部件,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82079010,带有天然或合成金刚石、立方氮化硼制的工作部件,2,材质（合金钢制等）,合金钢制,是
82079010,带有天然或合成金刚石、立方氮化硼制的工作部件,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82079010,带有天然或合成金刚石、立方氮化硼制的工作部件,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82079010,带有天然或合成金刚石、立方氮化硼制的工作部件,5,型号,中文：××（英文：××）,是
82079090,其他,1,用途（钻探、铣削、锻压、镗孔用等）,镗孔用,是
82079090,其他,2,材质（合金钢制等）,合金钢制,是
82079090,其他,3,是否带工作部件，若带有请注明材质（金属陶瓷、金刚石等）,镗刀,是
82079090,其他,4,品牌（中文或外文名称）,带金属陶瓷工作部件,是
82079090,其他,5,型号,中文：××（英文：××）,是
82081011,经镀或涂层的,1,用途（金属加工用）,金属加工用,是
82081011,经镀或涂层的,2,材质（不锈钢制等）,合金钢制,是
82081011,经镀或涂层的,3,是否经镀层或涂层请注明,机器用刀片,是
82081011,经镀或涂层的,4,品牌（中文或外文名称）,经镀层,是
82081011,经镀或涂层的,5,型号,中文：××（英文：××）,是
82081019,其他,1,用途（金属加工用）,金属加工用,是
82081019,其他,2,材质（不锈钢制等）,合金钢制,是
82081019,其他,3,是否经镀层或涂层请注明,机器用刀片,是
82081019,其他,4,品牌（中文或外文名称）,经镀层,是
82081019,其他,5,型号,中文：××（英文：××）,是
82081090,其他,1,用途（金属加工用）,金属加工用,是
82081090,其他,2,材质（不锈钢制等）,合金钢制,是
82081090,其他,3,是否经镀层或涂层请注明,机器用刀片,是
82081090,其他,4,品牌（中文或外文名称）,经镀层,是
82081090,其他,5,型号,中文：××（英文：××）,是
82082000,木器加工用,1,用途（木器加工用）,金属加工用,是
82082000,木器加工用,2,材质（不锈钢制等）,合金钢制,是
82082000,木器加工用,3,品牌（中文或外文名称）,机器用刀片,是
82082000,木器加工用,4,型号,经镀层,是
82083000,厨房器具或食品工业机器用,1,用途（厨房器具、食品工业机器用等）,金属加工用,是
82083000,厨房器具或食品工业机器用,2,材质（不锈钢制等）,合金钢制,是
82083000,厨房器具或食品工业机器用,3,品牌（中文或外文名称）,机器用刀片,是
82083000,厨房器具或食品工业机器用,4,型号,经镀层,是
82084000,农业、园艺或林业机器用,1,用途（农业、园艺、林业机器用等）,金属加工用,是
82084000,农业、园艺或林业机器用,2,材质（不锈钢制等）,合金钢制,是
82084000,农业、园艺或林业机器用,3,品牌（中文或外文名称）,机器用刀片,是
82084000,农业、园艺或林业机器用,4,型号,经镀层,是
82089000,其他,1,用途,金属加工用,是
82089000,其他,2,材质（不锈钢制等）,合金钢制,是
82089000,其他,3,品牌（中文或外文名称）,机器用刀片,是
82089000,其他,4,型号,经镀层,是
82090010,板,1,用途（工具用）,工业防护用,是
82090010,板,2,材质（金属陶瓷制）,陶瓷纤维,是
82090010,板,3,是否装配,板材,是
82090010,板,4,品牌（中文或外文名称）,无装配,是
82090010,板,5,型号,中文：××（英文：××）,是
82090021,晶粒度小于0.8微米的,1,用途（工具用）,用于生产线路板的材料,是
82090021,晶粒度小于0.8微米的,2,材质（金属陶瓷制）,碳化钨钢,是
82090021,晶粒度小于0.8微米的,3,是否装配,圆棒,是
82090021,晶粒度小于0.8微米的,4,晶粒度,未装配,是
82090021,晶粒度小于0.8微米的,5,品牌（中文或外文名称）,0.3μm,是
82090021,晶粒度小于0.8微米的,6,型号,中文：××（英文：××）,是
82090029,其他,1,用途（工具用）,供刀具用,是
82090029,其他,2,材质（金属陶瓷制）,金属陶瓷制,是
82090029,其他,3,是否装配,条,是
82090029,其他,4,品牌（中文或外文名称）,未装配,是
82090029,其他,5,型号,中文：××（英文：××）,是
82090030,刀头,1,用途（工具用）,刀具用,是
82090030,刀头,2,材质（金属陶瓷制）,金属陶瓷制,是
82090030,刀头,3,是否装配,刀头,是
82090030,刀头,4,品牌（中文或外文名称）,未装配,是
82090030,刀头,5,型号,中文：××（英文：××）,是
82090090,其他,1,用途（工具用）,刀具用,是
82090090,其他,2,材质（金属陶瓷制）,金属陶瓷制,是
82090090,其他,3,是否装配,刀座,是
82090090,其他,4,品牌（中文或外文名称）,未装配,是
82090090,其他,5,型号,中文：××（英文：××）,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,1,用途（加工食品用等）,加工食品用,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,2,材质（不锈钢制等）,铁制,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,3,原理（手动）,搅拌机,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,4,单件重量,手动,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,5,品牌（中文或外文名称）,3.5千克/件,是
82100000,用于加工或调制食品或饮料的手动机械器具，重量不超过10千克,6,型号,中文：××（英文：××）,是
82111000,成套货品,1,材质（不锈钢制等）,不锈钢制,是
82111000,成套货品,2,式样（刃面固定、刃面不固定）,餐刀,是
82111000,成套货品,3,是否成套,刃面固定,是
82111000,成套货品,4,品牌（中文或外文名称）,非成套,是
82111000,成套货品,5,型号,中文：××（英文：××）,是
82119100,刃面固定的餐刀,1,材质（不锈钢制等）,不锈钢制,是
82119100,刃面固定的餐刀,2,式样（刃面固定）,餐刀,是
82119100,刃面固定的餐刀,3,品牌（中文或外文名称）,刃面固定,是
82119100,刃面固定的餐刀,4,型号,非成套,是
82119200,刃面固定的其他刀,1,材质（不锈钢制等）,不锈钢制,是
82119200,刃面固定的其他刀,2,式样（刃面固定）,餐刀,是
82119200,刃面固定的其他刀,3,品牌（中文或外文名称）,刃面固定,是
82119200,刃面固定的其他刀,4,型号,非成套,是
82119300,刃面不固定的刀,1,材质（不锈钢制等）,不锈钢制,是
82119300,刃面不固定的刀,2,式样（刃面不固定）,餐刀,是
82119300,刃面不固定的刀,3,品牌（中文或外文名称）,刃面固定,是
82119300,刃面不固定的刀,4,型号,非成套,是
82119400,刀片,1,材质（不锈钢制等）,不锈钢制,是
82119400,刀片,2,品牌（中文或外文名称）,餐刀,是
82119400,刀片,3,型号,刃面固定,是
82119500,贱金属制的刀柄,1,材质（不锈钢制等）,不锈钢制,是
82119500,贱金属制的刀柄,2,品牌（中文或外文名称）,餐刀,是
82119500,贱金属制的刀柄,3,型号,刃面固定,是
82121000,剃刀,1,材质（不锈钢制等）,铁制,是
82121000,剃刀,2,品牌（中文或外文名称）,剃须刀,是
82121000,剃刀,3,型号,中文：××（英文：××）,是
82122000,安全刀片，包括未分开的刀片条,1,材质（不锈钢制等）,铁制,是
82122000,安全刀片，包括未分开的刀片条,2,品牌（中文或外文名称）,剃须刀,是
82122000,安全刀片，包括未分开的刀片条,3,型号,中文：××（英文：××）,是
82129000,其他零件,1,材质（不锈钢制等）,铁制,是
82129000,其他零件,2,品牌（中文或外文名称）,剃须刀,是
82129000,其他零件,3,型号,中文：××（英文：××）,是
82130000,剪刀、裁缝剪刀及类似品、剪刀片,1,用途（裁缝用等）,剪绷带用,是
82130000,剪刀、裁缝剪刀及类似品、剪刀片,2,材质（不锈钢制等）,不锈钢制,是
82130000,剪刀、裁缝剪刀及类似品、剪刀片,3,品牌（中文或外文名称）,剪刀,是
82130000,剪刀、裁缝剪刀及类似品、剪刀片,4,型号,中文：××（英文：××）,是
82141000,裁纸刀、开信刀、改错刀、铅笔刀及其刀片,1,材质（不锈钢制等）,不锈钢,是
82141000,裁纸刀、开信刀、改错刀、铅笔刀及其刀片,2,品牌（中文或外文名称）,开信刀,是
82141000,裁纸刀、开信刀、改错刀、铅笔刀及其刀片,3,型号,中文：××（英文：××）,是
82142000,修指甲及修脚用具（包括指甲锉）,1,材质（不锈钢制等）,不锈钢,是
82142000,修指甲及修脚用具（包括指甲锉）,2,品牌（中文或外文名称）,开信刀,是
82142000,修指甲及修脚用具（包括指甲锉）,3,型号,中文：××（英文：××）,是
82149000,其他,1,材质（不锈钢制等）,不锈钢,是
82149000,其他,2,品牌（中文或外文名称）,开信刀,是
82149000,其他,3,型号,中文：××（英文：××）,是
82151000,成套货品，至少其中一件物品是镀贵金属的,1,用途（餐桌、厨房用）,厨房用,是
82151000,成套货品，至少其中一件物品是镀贵金属的,2,材质（不锈钢制等）,铁制,是
82151000,成套货品，至少其中一件物品是镀贵金属的,3,是否镀贵金属,锅铲,是
82151000,成套货品，至少其中一件物品是镀贵金属的,4,是否成套,未镀贵金属,是
82151000,成套货品，至少其中一件物品是镀贵金属的,5,品牌（中文或外文名称）,非成套,是
82151000,成套货品，至少其中一件物品是镀贵金属的,6,型号,中文：××（英文：××）,是
82152000,其他成套货品,1,用途（餐桌、厨房用）,厨房用,是
82152000,其他成套货品,2,材质（不锈钢制等）,铁制,是
82152000,其他成套货品,3,是否镀贵金属,锅铲,是
82152000,其他成套货品,4,是否成套,未镀贵金属,是
82152000,其他成套货品,5,品牌（中文或外文名称）,非成套,是
82152000,其他成套货品,6,型号,中文：××（英文：××）,是
82159100,镀贵金属的,1,用途（餐桌、厨房用）,厨房用,是
82159100,镀贵金属的,2,材质（不锈钢制等）,铁制,是
82159100,镀贵金属的,3,是否镀贵金属,锅铲,是
82159100,镀贵金属的,4,是否成套,未镀贵金属,是
82159100,镀贵金属的,5,品牌（中文或外文名称）,非成套,是
82159100,镀贵金属的,6,型号,中文：××（英文：××）,是
82159900,其他,1,用途（餐桌、厨房用）,厨房用,是
82159900,其他,2,材质（不锈钢制等）,铁制,是
82159900,其他,3,是否镀贵金属,锅铲,是
82159900,其他,4,是否成套,未镀贵金属,是
82159900,其他,5,品牌（中文或外文名称）,非成套,是
82159900,其他,6,型号,中文：××（英文：××）,是
83011000,挂锁,1,用途（机动车用、家具用等）,家具用,是
83011000,挂锁,2,材质（不锈钢制等）3品牌（中文或外文名称）;4.型号;5.种类（钥匙锁、数码锁、电动锁、钥匙等）,铁制,是
83012010,中央控制门锁,1,用途（机动车用）,家具用,是
83012010,中央控制门锁,2,材质（不锈钢制等）,铁制,是
83012010,中央控制门锁,3,品牌（中文或外文名称）,钥匙锁,是
83012010,中央控制门锁,4,型号,中文：××（英文：××）,是
83012010,中央控制门锁,5,种类（钥匙锁、数码锁、电动锁、钥匙等）,,是
83012090,其他,1,用途（机动车用）,家具用,是
83012090,其他,2,材质（不锈钢制等）,铁制,是
83012090,其他,3,品牌（中文或外文名称）,钥匙锁,是
83012090,其他,4,型号,中文：××（英文：××）,是
83012090,其他,5,种类（钥匙锁、数码锁、电动锁、钥匙等）,,是
83013000,家具用锁,1,用途（家具用）,家具用,是
83013000,家具用锁,2,材质（不锈钢制等）,铁制,是
83013000,家具用锁,3,品牌（中文或外文名称）,钥匙锁,是
83013000,家具用锁,4,型号,中文：××（英文：××）,是
83013000,家具用锁,5,种类（钥匙锁、数码锁、电动锁、钥匙等）,,是
83014000,其他锁,1,用途,家具用,是
83014000,其他锁,2,材质（不锈钢制等）,铁制,是
83014000,其他锁,3,品牌（中文或外文名称）,钥匙锁,是
83014000,其他锁,4,型号,中文：××（英文：××）,是
83014000,其他锁,5,种类（钥匙锁、数码锁、电动锁、钥匙等）,,是
83015000,带锁的扣环及扣环框架,1,用途（机动车用、家具用等）,家具用,是
83015000,带锁的扣环及扣环框架,2,材质（不锈钢制等）,铁制,是
83015000,带锁的扣环及扣环框架,3,品牌（中文或外文名称）,钥匙锁,是
83015000,带锁的扣环及扣环框架,4,型号,中文：××（英文：××）,是
83015000,带锁的扣环及扣环框架,5,种类（带锁的扣环，扣环框架）,,是
83016000,零件,1,用途（机动车用、家具用等）,家具用,是
83016000,零件,2,材质（不锈钢制等）,铁制,是
83016000,零件,3,品牌（中文或外文名称）,钥匙锁,是
83016000,零件,4,型号,中文：××（英文：××）,是
83016000,零件,5,种类（锁舌、锁芯、锁面板等）,,是
83017000,钥匙,1,用途（机动车用、家具用等）,家具用,是
83017000,钥匙,2,材质（不锈钢制等）,铁制,是
83017000,钥匙,3,品牌（中文或外文名称）,钥匙锁,是
83017000,钥匙,4,型号,中文：××（英文：××）,是
83017000,钥匙,5,种类（钥匙锁、数码锁、电动锁、钥匙等）,,是
83021000,铰链（折叶）,1,用途（机动车用、家具用等）,家具用,是
83021000,铰链（折叶）,2,材质（不锈钢制等）,铁制,是
83021000,铰链（折叶）,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83021000,铰链（折叶）,4,型号,,是
83022000,小脚轮,1,用途（机动车用、家具用等）,家具用,是
83022000,小脚轮,2,材质（不锈钢制等）,铁制,是
83022000,小脚轮,3,直径,5cm,是
83022000,小脚轮,4,所装轮或胎的宽度,3cm,是
83022000,小脚轮,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83022000,小脚轮,6,型号,,是
83023000,机动车辆用的其他附件及架座,1,用途（机动车用、家具用等）,机动车用,是
83023000,机动车辆用的其他附件及架座,2,材质（不锈钢制等）,铁制,是
83023000,机动车辆用的其他附件及架座,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83023000,机动车辆用的其他附件及架座,4,型号,,是
83024100,建筑用,1,用途（机动车用、家具用等）,家具用,是
83024100,建筑用,2,材质（不锈钢制等）,锌合金,是
83024100,建筑用,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83024100,建筑用,4,型号,,是
83024200,其他，家具用,1,用途（机动车用、家具用等）,家具用,是
83024200,其他，家具用,2,材质（不锈钢制等）,锌合金,是
83024200,其他，家具用,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83024200,其他，家具用,4,型号,,是
83024900,其他,1,用途（机动车用、家具用等）,家具用,是
83024900,其他,2,材质（不锈钢制等）,锌合金,是
83024900,其他,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83024900,其他,4,型号,,是
83025000,帽架、帽钩、托架及类似品,1,用途（机动车用、家具用等）,家具用,是
83025000,帽架、帽钩、托架及类似品,2,材质（不锈钢制等）,不锈钢制,是
83025000,帽架、帽钩、托架及类似品,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83025000,帽架、帽钩、托架及类似品,4,型号,,是
83026000,自动闭门器,1,用途（机动车用、家具用等）,单元门用,是
83026000,自动闭门器,2,材质（不锈钢制等）,不锈钢制,是
83026000,自动闭门器,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83026000,自动闭门器,4,型号,,是
83030000,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,1,材质（不锈钢制等）,铁制,是
83030000,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,2,种类（保险箱、保险柜、保险库的门等）,储蓄罐,是
83030000,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83030000,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,4,型号,,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,1,用途（办公室用）,办公室用,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,2,材质（不锈钢制等）,铁制,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,3,种类（档案柜、卡片索引柜、文件盘等）,文件篮,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,4,式样（非落地）,非落地式,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83040000,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但税目94.03的办公室家具除外,6,型号,,是
83051000,活页夹或卷宗夹的附件,1,用途（办公室用、室内装饰或包装用）,办公室用,是
83051000,活页夹或卷宗夹的附件,2,材质（不锈钢制等）,铁制,是
83051000,活页夹或卷宗夹的附件,3,种类（活页夹、宗卷夹、成条订书钉等）,成条订书钉,是
83051000,活页夹或卷宗夹的附件,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83051000,活页夹或卷宗夹的附件,5,型号,,是
83052000,成条钉书钉,1,用途（办公室用、室内装饰或包装用）,办公室用,是
83052000,成条钉书钉,2,材质（不锈钢制等）,铁制,是
